Iteration	CPUTime	PhysTime	Travels
1	3	9.23472925e-05	0.00984767767
2	4	0.000192213384	0.0196953553
3	4	0.000291291591	0.029543033
4	5	0.000384554122	0.0393907107
5	5	0.000479593701	0.0492383884
6	7	0.000647949827	0.059086066
7	7	0.000861756473	0.0689337437
8	8	0.00108107564	0.0787814214
9	8	0.00131386986	0.0886290991
10	9	0.0015453664	0.0984767767
11	10	0.00190403487	0.108324454
12	10	0.00222220483	0.118172132
13	11	0.00233459074	0.12801981
14	12	0.00246588317	0.137867487
15	13	0.00263967106	0.147715165
16	13	0.00293799959	0.157562843
17	14	0.00312291115	0.16741052
18	14	0.00335905763	0.177258198
19	15	0.00358167492	0.187105876
20	15	0.00381486729	0.196953553
21	16	0.00429210182	0.206801231
22	16	0.00476260133	0.216648909
23	17	0.00524415024	0.226496586
24	18	0.00566855574	0.236344264
25	18	0.00615515784	0.246191942
26	19	0.00716333819	0.25603962
27	19	0.00783806457	0.265887297
28	20	0.00858442219	0.275734975
29	20	0.00960392862	0.285582653
30	21	0.0109113983	0.29543033
31	21	0.0127832534	0.305278008
32	21	0.0140628175	0.315125686
33	22	0.0153713335	0.324973363
34	22	0.0168639654	0.334821041
35	23	0.0184715168	0.344668719
36	23	0.0200768919	0.354516396
37	24	0.0217816155	0.364364074
38	24	0.0229347217	0.374211752
39	25	0.024433855	0.384059429
40	25	0.0256424944	0.393907107
41	26	0.0267673033	0.403754785
42	26	0.0273488377	0.413602462
43	27	0.0282008629	0.42345014
44	28	0.0293613566	0.433297818
45	28	0.030252838	0.443145495
46	29	0.0310865355	0.452993173
47	29	0.0322794168	0.462840851
48	30	0.0335132932	0.472688528
49	30	0.0349420076	0.482536206
50	31	0.03650693	0.492383884
51	31	0.0378426053	0.502231561
52	32	0.0391715561	0.512079239
53	32	0.0402662821	0.521926917
54	33	0.0419412871	0.531774594
55	33	0.0434903324	0.541622272
56	34	0.0450838527	0.55146995
57	34	0.046407568	0.561317627
58	35	0.0477654592	0.571165305
59	35	0.0492999819	0.581012983
60	35	0.0509499143	0.59086066
61	36	0.0525228563	0.600708338
62	36	0.0541952888	0.610556016
63	37	0.0554604025	0.620403693
64	38	0.0566314946	0.630251371
65	38	0.0578586098	0.640099049
66	39	0.0582279026	0.649946726
67	39	0.0588948105	0.659794404
68	40	0.0599265222	0.669642082
69	41	0.061087731	0.679489759
70	42	0.0620505312	0.689337437
71	42	0.0630700732	0.699185115
72	43	0.0644443771	0.709032792
73	43	0.0655348315	0.71888047
74	44	0.0671173732	0.728728148
75	44	0.0682092772	0.738575825
76	45	0.0694522998	0.748423503
77	45	0.0708309806	0.758271181
78	46	0.0722745653	0.768118859
79	46	0.0739206629	0.777966536
80	47	0.0750304958	0.787814214
81	47	0.0765735744	0.797661892
82	48	0.0778113057	0.807509569
83	48	0.0791634223	0.817357247
84	49	0.0806755044	0.827204925
85	49	0.082319417	0.837052602
86	49	0.0838965264	0.84690028
87	50	0.0855756599	0.856747958
88	50	0.0871659312	0.866595635
89	51	0.0883265183	0.876443313
90	52	0.089204308	0.886290991
91	52	0.0899001123	0.896138668
92	53	0.0908801795	0.905986346
93	54	0.0919359244	0.915834024
94	54	0.0929714979	0.925681701
95	55	0.0943091796	0.935529379
96	55	0.0957191023	0.945377057
97	56	0.0971466588	0.955224734
98	56	0.0987605851	0.965072412
99	57	0.0997843029	0.97492009
100	57	0.101302094	0.984767767
101	59	0.102918459	0.994615445
102	59	0.104569798	1.00446312
103	59	0.105717532	1.0143108
104	60	0.10742332	1.02415848
105	60	0.108682568	1.03400616
106	61	0.110110344	1.04385383
107	61	0.11162589	1.05370151
108	62	0.113191861	1.06354919
109	62	0.114800027	1.07339687
110	63	0.116558323	1.08324454
111	63	0.118056296	1.09309222
112	64	0.119170361	1.1029399
113	65	0.120264101	1.11278758
114	65	0.120858592	1.12263525
115	66	0.121351903	1.13248293
116	66	0.122212343	1.14233061
117	67	0.123271544	1.15217829
118	68	0.124254372	1.16202597
119	68	0.125596522	1.17187364
120	69	0.126514166	1.18172132
121	69	0.128020041	1.191569
122	70	0.129157197	1.20141668
123	71	0.130419765	1.21126435
124	71	0.131632663	1.22111203
125	72	0.13274659	1.23095971
126	72	0.134267535	1.24080739
127	73	0.135681836	1.25065506
128	74	0.137194281	1.26050274
129	74	0.138142115	1.27035042
130	75	0.139506709	1.2801981
131	75	0.140694753	1.29004578
132	76	0.141996612	1.29989345
133	76	0.143483317	1.30974113
134	77	0.145118561	1.31958881
135	77	0.146636387	1.32943649
136	78	0.148243706	1.33928416
137	78	0.149775833	1.34913184
138	79	0.150892269	1.35897952
139	80	0.152092963	1.3688272
140	80	0.152444692	1.37867487
141	81	0.152992581	1.38852255
142	82	0.154014265	1.39837023
143	82	0.15511864	1.40821791
144	83	0.156214035	1.41806558
145	84	0.156704289	1.42791326
146	85	0.157876095	1.43776094
147	85	0.158026569	1.44760862
148	85	0.158381695	1.4574563
149	86	0.158970906	1.46730397
150	87	0.159432915	1.47715165
151	87	0.16047411	1.48699933
152	88	0.160882038	1.49684701
153	88	0.161973111	1.50669468
154	89	0.162857565	1.51654236
155	90	0.164200625	1.52639004
156	90	0.165667618	1.53623772
157	91	0.166837508	1.54608539
158	91	0.168123962	1.55593307
159	92	0.169448066	1.56578075
160	92	0.171083319	1.57562843
161	92	0.172305353	1.58547611
162	93	0.173607835	1.59532378
163	93	0.175079191	1.60517146
164	94	0.17670598	1.61501914
165	94	0.178285205	1.62486682
166	95	0.180039999	1.63471449
167	95	0.181622014	1.64456217
168	96	0.18288601	1.65440985
169	97	0.183775223	1.66425753
170	97	0.184708265	1.6741052
171	98	0.185783197	1.68395288
172	99	0.186654415	1.69380056
173	99	0.187741155	1.70364824
174	100	0.188793004	1.71349592
175	101	0.190048196	1.72334359
176	101	0.191407778	1.73319127
177	102	0.19306294	1.74303895
178	103	0.194016179	1.75288663
179	103	0.195601742	1.7627343
180	104	0.197116851	1.77258198
181	104	0.198594813	1.78242966
182	105	0.200036183	1.79227734
183	105	0.20160832	1.80212501
184	105	0.203002323	1.81197269
185	106	0.204387832	1.82182037
186	106	0.205921512	1.83166805
187	107	0.207498274	1.84151572
188	107	0.209096916	1.8513634
189	108	0.210874745	1.86121108
190	108	0.212495521	1.87105876
191	109	0.213646264	1.88090644
192	110	0.214494602	1.89075411
193	110	0.215083712	1.90060179
194	111	0.215634505	1.91044947
195	111	0.216454094	1.92029715
196	112	0.217487461	1.93014482
197	113	0.218401835	1.9399925
198	113	0.219798542	1.94984018
199	114	0.221105571	1.95968786
200	114	0.222473294	1.96953553
201	116	0.223949664	1.97938321
202	116	0.225312894	1.98923089
203	117	0.226694301	1.99907857
204	117	0.227701662	2.00892625
205	118	0.228595135	2.01877392
206	118	0.230301789	2.0286216
207	119	0.231488713	2.03846928
208	119	0.232907811	2.04831696
209	119	0.234319307	2.05816463
210	120	0.235639397	2.06801231
211	120	0.237075915	2.07785999
212	121	0.238587857	2.08770767
213	121	0.240199887	2.09755534
214	122	0.241933193	2.10740302
215	122	0.243325248	2.1172507
216	123	0.244652537	2.12709838
217	123	0.245912354	2.13694606
218	124	0.246576765	2.14679373
219	124	0.247102701	2.15664141
220	125	0.248047812	2.16648909
221	126	0.249085994	2.17633677
222	126	0.250006631	2.18618444
223	127	0.251326228	2.19603212
224	127	0.25265683	2.2058798
225	128	0.253812016	2.21572748
226	128	0.254830478	2.22557515
227	129	0.256327826	2.23542283
228	129	0.25757473	2.24527051
229	130	0.258680251	2.25511819
230	130	0.260170402	2.26496586
231	131	0.261421797	2.27481354
232	131	0.263081146	2.28466122
233	132	0.264590649	2.2945089
234	132	0.265999712	2.30435658
235	132	0.267425659	2.31420425
236	133	0.269063321	2.32405193
237	133	0.270769684	2.33389961
238	134	0.272390917	2.34374729
239	134	0.274103199	2.35359496
240	135	0.27531349	2.36344264
241	135	0.276445677	2.37329032
242	136	0.277520091	2.383138
243	137	0.27813548	2.39298567
244	137	0.27870407	2.40283335
245	138	0.279618208	2.41268103
246	138	0.280664476	2.42252871
247	139	0.281218506	2.43237639
248	140	0.282061746	2.44222406
249	140	0.282258171	2.45207174
250	141	0.282665868	2.46191942
251	141	0.282991417	2.4717671
252	141	0.283308658	2.48161477
253	142	0.283652579	2.49146245
254	142	0.284089644	2.50131013
255	143	0.28462114	2.51115781
256	143	0.285144599	2.52100548
257	144	0.285684999	2.53085316
258	144	0.286265809	2.54070084
259	145	0.286908609	2.55054852
260	146	0.287637462	2.5603962
261	146	0.288476905	2.57024387
262	147	0.289456234	2.58009155
263	147	0.290595441	2.58993923
264	148	0.291901253	2.59978691
265	148	0.293381231	2.60963458
266	149	0.294617552	2.61948226
267	149	0.296101751	2.62932994
268	150	0.297574255	2.63917762
269	150	0.29900055	2.64902529
270	150	0.300562459	2.65887297
271	151	0.302297997	2.66872065
272	151	0.30389161	2.67856833
273	152	0.305640686	2.688416
274	152	0.307253969	2.69826368
275	153	0.308504453	2.70811136
276	153	0.309573521	2.71795904
277	154	0.31018586	2.72780672
278	154	0.31110069	2.73765439
279	155	0.312259509	2.74750207
280	156	0.313315969	2.75734975
281	156	0.314141682	2.76719743
282	157	0.315392435	2.7770451
283	158	0.316409475	2.78689278
284	158	0.318254025	2.79674046
285	159	0.319210286	2.80658814
286	159	0.320688622	2.81643581
287	160	0.321983301	2.82628349
288	160	0.323406882	2.83613117
289	161	0.324916738	2.84597885
290	161	0.326197397	2.85582653
291	162	0.327815789	2.8656742
292	162	0.329318323	2.87552188
293	162	0.330857732	2.88536956
294	163	0.332390025	2.89521724
295	163	0.334020067	2.90506491
296	164	0.335654167	2.91491259
297	164	0.337387744	2.92476027
298	165	0.33901746	2.93460795
299	165	0.340316724	2.94445562
300	166	0.340894297	2.9543033
301	167	0.341535188	2.96415098
302	168	0.342435522	2.97399866
303	168	0.343586415	2.98384633
304	169	0.344672114	2.99369401
305	169	0.344865742	3.00354169
306	170	0.345320997	3.01338937
307	170	0.345738462	3.02323705
308	171	0.346161894	3.03308472
309	171	0.346786442	3.0429324
310	172	0.3472328	3.05278008
311	172	0.3476891	3.06262776
312	173	0.348167864	3.07247543
313	173	0.348639726	3.08232311
314	174	0.34910641	3.09217079
315	174	0.349643819	3.10201847
316	175	0.350239133	3.11186614
317	175	0.350861638	3.12171382
318	176	0.351572162	3.1315615
319	177	0.352428948	3.14140918
320	177	0.353235908	3.15125686
321	178	0.354101676	3.16110453
322	178	0.355283343	3.17095221
323	179	0.356580265	3.18079989
324	179	0.357982304	3.19064757
325	179	0.359642112	3.20049524
326	180	0.360819179	3.21034292
327	180	0.36257744	3.2201906
328	181	0.364104242	3.23003828
329	181	0.365745268	3.23988595
330	182	0.367470743	3.24973363
331	182	0.368942471	3.25958131
332	183	0.370653895	3.26942899
333	183	0.371802014	3.27927667
334	184	0.37237739	3.28912434
335	184	0.372982193	3.29897202
336	185	0.373808318	3.3088197
337	186	0.374946885	3.31866738
338	186	0.376039713	3.32851505
339	187	0.377093582	3.33836273
340	187	0.378496643	3.34821041
341	188	0.379879668	3.35805809
342	189	0.381303746	3.36790576
343	189	0.382772662	3.37775344
344	190	0.383542516	3.38760112
345	190	0.384671196	3.3974488
346	191	0.385646395	3.40729647
347	191	0.386748411	3.41714415
348	192	0.388368868	3.42699183
349	192	0.389816708	3.43683951
350	192	0.390981274	3.44668719
351	193	0.392161423	3.45653486
352	193	0.393471241	3.46638254
353	194	0.394932814	3.47623022
354	194	0.396529457	3.4860779
355	195	0.398118684	3.49592557
356	195	0.399854025	3.50577325
357	196	0.401466045	3.51562093
358	196	0.402733731	3.52546861
359	197	0.403589908	3.53531628
360	198	0.404307077	3.54516396
361	198	0.405154913	3.55501164
362	199	0.406229027	3.56485932
363	199	0.407452718	3.574707
364	200	0.408933958	3.58455467
365	200	0.410495666	3.59440235
366	201	0.412090043	3.60425003
367	202	0.412956101	3.61409771
368	202	0.414381569	3.62394538
369	203	0.41615126	3.63379306
370	203	0.417309787	3.64364074
371	203	0.418968974	3.65348842
372	204	0.420093171	3.66333609
373	204	0.421894983	3.67318377
374	205	0.423168389	3.68303145
375	205	0.424528409	3.69287913
376	206	0.426087451	3.70272681
377	206	0.427716925	3.71257448
378	207	0.429333526	3.72242216
