Iteration	CPUTime	PhysTime	Travels
1	3	0.000809382341	0.00984767767
2	4	0.00161689853	0.0196953553
3	4	0.00242978434	0.029543033
4	5	0.00326687598	0.0393907107
5	5	0.00414998777	0.0492383884
6	6	0.00566451773	0.059086066
7	7	0.00736134355	0.0689337437
8	7	0.00914497353	0.0787814214
9	8	0.0109816008	0.0886290991
10	8	0.0128004578	0.0984767767
11	9	0.0155811051	0.108324454
12	10	0.0184691227	0.118172132
13	10	0.0212707132	0.12801981
14	11	0.0230205547	0.137867487
15	11	0.0250960085	0.147715165
16	12	0.0271914969	0.157562843
17	12	0.0291588964	0.16741052
18	13	0.0312838937	0.177258198
19	13	0.0342460077	0.187105876
20	14	0.0379163134	0.196953553
21	15	0.0436907648	0.206801231
22	15	0.0491854995	0.216648909
23	16	0.0554816481	0.226496586
24	17	0.0615003582	0.236344264
25	17	0.0691587993	0.246191942
26	18	0.0800651135	0.25603962
27	18	0.0854022336	0.265887297
28	19	0.0953468715	0.275734975
29	20	0.106216702	0.285582653
30	20	0.113518992	0.29543033
31	21	0.128418745	0.305278008
32	21	0.136330775	0.315125686
33	22	0.148065237	0.324973363
34	22	0.164123941	0.334821041
35	23	0.175592441	0.344668719
36	23	0.191732622	0.354516396
37	24	0.209127672	0.364364074
38	24	0.219765795	0.374211752
39	24	0.234536429	0.384059429
40	25	0.249964985	0.393907107
41	25	0.265853793	0.403754785
42	26	0.281665248	0.413602462
43	26	0.299146992	0.42345014
44	27	0.312811119	0.433297818
45	27	0.328301685	0.443145495
46	28	0.337736919	0.452993173
47	29	0.343687723	0.462840851
48	29	0.349663935	0.472688528
49	30	0.359308548	0.482536206
50	30	0.370567784	0.492383884
51	31	0.382313165	0.502231561
52	32	0.393243956	0.512079239
53	32	0.402748248	0.521926917
54	33	0.414192511	0.531774594
55	33	0.424188802	0.541622272
56	34	0.435662225	0.55146995
57	34	0.450151169	0.561317627
58	35	0.463216619	0.571165305
59	35	0.479834223	0.581012983
60	36	0.494550099	0.59086066
61	36	0.508377411	0.600708338
62	37	0.524759456	0.610556016
63	37	0.537565669	0.620403693
64	37	0.551352682	0.630251371
65	38	0.567276475	0.640099049
66	38	0.58492576	0.649946726
67	39	0.601114561	0.659794404
68	40	0.618629341	0.669642082
69	40	0.633838546	0.679489759
70	41	0.646401734	0.689337437
71	41	0.657286765	0.699185115
72	42	0.664395769	0.709032792
73	42	0.674059213	0.71888047
74	43	0.686367239	0.728728148
75	44	0.699039378	0.738575825
76	44	0.71170579	0.748423503
77	45	0.723561198	0.758271181
78	46	0.738847641	0.768118859
79	46	0.751245354	0.777966536
80	47	0.764637689	0.787814214
81	47	0.779431179	0.797661892
82	48	0.793226134	0.807509569
83	48	0.80942026	0.817357247
84	48	0.821773756	0.827204925
85	49	0.839140405	0.837052602
86	49	0.850869752	0.84690028
87	50	0.864940998	0.856747958
88	50	0.880786456	0.866595635
89	51	0.897530386	0.876443313
90	51	0.913668955	0.886290991
91	52	0.930690778	0.896138668
92	52	0.94234112	0.905986346
93	53	0.953868635	0.915834024
94	53	0.966891614	0.925681701
95	54	0.973826974	0.935529379
96	55	0.983640643	0.945377057
97	55	0.993567067	0.955224734
98	56	1	0.965072412
