Iteration	CPUTime	PhysTime	Travels
1	3	0.000131502354	0.00984767767
2	3	0.000257595372	0.0196953553
3	3	0.000378931684	0.029543033
4	4	0.000500464265	0.0393907107
5	4	0.000621916059	0.0492383884
6	5	0.000830715952	0.059086066
7	5	0.00108376652	0.0689337437
8	6	0.00135525329	0.0787814214
9	6	0.00160593812	0.0886290991
10	7	0.00186758176	0.0984767767
11	7	0.00230713793	0.108324454
12	8	0.00275106709	0.118172132
13	8	0.00320392172	0.12801981
14	9	0.00363104146	0.137867487
15	9	0.00406396259	0.147715165
16	9	0.00474444515	0.157562843
17	10	0.0054858863	0.16741052
18	10	0.00624534277	0.177258198
19	11	0.00700359657	0.187105876
20	11	0.00775417977	0.196953553
21	11	0.00888634463	0.206801231
22	12	0.0100191277	0.216648909
23	12	0.0109209033	0.226496586
24	13	0.0118881298	0.236344264
25	14	0.012546583	0.246191942
26	14	0.0134862903	0.25603962
27	15	0.0144304382	0.265887297
28	15	0.0154685221	0.275734975
29	16	0.0164732051	0.285582653
30	16	0.0169565982	0.29543033
31	17	0.017834805	0.305278008
32	18	0.0187314091	0.315125686
33	18	0.0198895562	0.324973363
34	19	0.0204331663	0.334821041
35	19	0.0215084875	0.344668719
36	20	0.0229972817	0.354516396
37	20	0.0237111729	0.364364074
38	21	0.0251657632	0.374211752
39	21	0.0262251554	0.384059429
40	22	0.0279140349	0.393907107
41	22	0.0293534275	0.403754785
42	23	0.0301658361	0.413602462
43	23	0.031982843	0.42345014
44	24	0.0331653729	0.433297818
45	24	0.0352628108	0.443145495
46	25	0.0366184383	0.452993173
47	25	0.0383364505	0.462840851
48	25	0.040020347	0.472688528
49	26	0.041726882	0.482536206
50	26	0.0434815511	0.492383884
51	27	0.0453433147	0.502231561
52	27	0.047347333	0.512079239
53	28	0.0491703998	0.521926917
54	28	0.0504527906	0.531774594
55	29	0.051819227	0.541622272
56	29	0.0524970354	0.55146995
57	30	0.0530630387	0.561317627
58	30	0.0539952069	0.571165305
59	31	0.0552274663	0.581012983
60	31	0.0563844045	0.59086066
61	32	0.0575384304	0.600708338
62	32	0.0589036472	0.610556016
63	33	0.0600592237	0.620403693
64	33	0.061801288	0.630251371
65	34	0.0631388376	0.640099049
66	34	0.064969106	0.649946726
67	35	0.0667540196	0.659794404
68	35	0.0681193955	0.669642082
69	36	0.0700059636	0.679489759
70	36	0.0718390145	0.689337437
71	36	0.0731457443	0.699185115
72	37	0.0751758168	0.709032792
73	37	0.0770295563	0.71888047
74	38	0.0788807909	0.728728148
75	38	0.0806487789	0.738575825
76	39	0.0825332256	0.748423503
77	39	0.0838568414	0.758271181
78	40	0.0852192201	0.768118859
79	40	0.0863258078	0.777966536
80	41	0.0869122177	0.787814214
81	41	0.0874589805	0.797661892
82	42	0.0881264588	0.807509569
83	42	0.0893139102	0.817357247
84	43	0.0905421364	0.827204925
85	44	0.0916886194	0.837052602
86	44	0.0927136717	0.84690028
87	45	0.0939381376	0.856747958
88	45	0.0952389638	0.866595635
89	46	0.0968284336	0.876443313
90	46	0.0981208039	0.886290991
91	47	0.0998500706	0.896138668
92	47	0.100925156	0.905986346
93	48	0.102077917	0.915834024
94	48	0.104046229	0.925681701
95	48	0.105415566	0.935529379
96	49	0.106091941	0.945377057
97	49	0.108064789	0.955224734
98	50	0.109759151	0.965072412
99	50	0.111335876	0.97492009
100	51	0.113020039	0.984767767
101	52	0.114846764	0.994615445
102	52	0.116698946	1.00446312
103	52	0.118556583	1.0143108
104	53	0.120247423	1.02415848
105	53	0.121744859	1.03400616
106	54	0.122180672	1.04385383
107	55	0.12288972	1.05370151
108	55	0.124046178	1.06354919
109	56	0.125327319	1.07339687
110	56	0.126612643	1.08324454
111	57	0.127594057	1.09309222
112	58	0.128667404	1.1029399
113	58	0.129472512	1.11278758
114	59	0.130304216	1.12263525
115	59	0.13140465	1.13248293
116	60	0.132186313	1.14233061
117	60	0.133520981	1.15217829
118	60	0.135173676	1.16202597
119	61	0.136485982	1.17187364
120	61	0.137735622	1.18172132
121	62	0.138783743	1.191569
122	62	0.140496226	1.20141668
123	63	0.142014563	1.21126435
124	63	0.143698662	1.22111203
125	64	0.145295994	1.23095971
126	64	0.147139407	1.24080739
127	64	0.149160531	1.25065506
128	65	0.150850297	1.26050274
129	65	0.152773835	1.27035042
130	66	0.15466823	1.2801981
131	66	0.156109139	1.29004578
132	67	0.156953015	1.29989345
133	67	0.157549037	1.30974113
134	68	0.158515961	1.31958881
135	69	0.159648835	1.32943649
136	69	0.160870262	1.33928416
137	70	0.161610448	1.34913184
138	70	0.162473183	1.35897952
139	71	0.163967378	1.3688272
140	71	0.165028567	1.37867487
141	72	0.167202193	1.38852255
142	72	0.168474817	1.39837023
143	73	0.16966077	1.40821791
144	73	0.171500431	1.41806558
145	74	0.172507657	1.42791326
146	74	0.174063771	1.43776094
147	75	0.175548717	1.44760862
148	75	0.177644412	1.4574563
149	75	0.179087885	1.46730397
150	76	0.18066244	1.47715165
151	76	0.182293023	1.48699933
152	77	0.184099255	1.49684701
153	77	0.185871799	1.50669468
154	78	0.187815162	1.51654236
155	78	0.189598784	1.52639004
156	79	0.191019875	1.53623772
157	79	0.191830963	1.54608539
158	80	0.192433823	1.55593307
159	80	0.193388129	1.56578075
160	81	0.194430792	1.57562843
161	82	0.195410841	1.58547611
162	82	0.196887546	1.59532378
163	83	0.197761906	1.60517146
164	83	0.199179828	1.61501914
165	84	0.200525766	1.62486682
166	84	0.202080636	1.63471449
167	85	0.203435303	1.64456217
168	85	0.205196992	1.65440985
169	86	0.206883394	1.66425753
170	86	0.208163239	1.6741052
171	86	0.209779498	1.68395288
