Iteration	CPUTime	PhysTime	Travels
1	2	0.000239292501	0.00984767767
2	3	0.000461864813	0.0196953553
3	3	0.000677908924	0.029543033
4	3	0.000890520582	0.0393907107
5	4	0.00110745405	0.0492383884
6	4	0.00148044698	0.059086066
7	5	0.00191463425	0.0689337437
8	5	0.00237309159	0.0787814214
9	6	0.00284780299	0.0886290991
10	6	0.00334366708	0.0984767767
11	6	0.00412847249	0.108324454
12	7	0.00491303499	0.118172132
13	7	0.00568252719	0.12801981
14	8	0.00642099771	0.137867487
15	8	0.00704977096	0.147715165
16	9	0.00806238643	0.157562843
17	9	0.00872819021	0.16741052
18	10	0.00937690945	0.177258198
19	10	0.0100558151	0.187105876
20	11	0.0109208156	0.196953553
21	12	0.0122399002	0.206801231
22	12	0.0136673304	0.216648909
23	13	0.0146824142	0.226496586
24	13	0.0153970185	0.236344264
25	14	0.0161381137	0.246191942
26	15	0.0172029459	0.25603962
27	15	0.0181916089	0.265887297
28	16	0.0198348944	0.275734975
29	16	0.0214866862	0.285582653
30	17	0.0232888397	0.29543033
31	17	0.023743698	0.305278008
32	18	0.0250962467	0.315125686
33	18	0.0267276297	0.324973363
34	19	0.0293359081	0.334821041
35	20	0.0316622466	0.344668719
36	20	0.0333730344	0.354516396
37	21	0.035871259	0.364364074
38	21	0.0389525603	0.374211752
39	22	0.0409889882	0.384059429
40	22	0.043735534	0.393907107
41	23	0.0463545784	0.403754785
42	23	0.0489745628	0.413602462
43	24	0.0515646362	0.42345014
44	24	0.0540285828	0.433297818
45	24	0.0567835894	0.443145495
46	25	0.0597792883	0.452993173
47	25	0.0629026431	0.462840851
48	26	0.0662688484	0.472688528
49	26	0.0698564367	0.482536206
50	27	0.0725778776	0.492383884
51	27	0.0753412154	0.502231561
52	28	0.0776696209	0.512079239
53	28	0.0789351348	0.521926917
54	29	0.0800986661	0.531774594
55	29	0.0821323496	0.541622272
56	30	0.0842243421	0.55146995
57	31	0.0863671123	0.561317627
58	31	0.0872316101	0.571165305
59	32	0.088337208	0.581012983
60	32	0.0899822895	0.59086066
61	33	0.0925181201	0.600708338
62	33	0.0948495194	0.610556016
63	34	0.0969310607	0.620403693
64	34	0.0996440763	0.630251371
65	35	0.101759974	0.640099049
66	35	0.104234624	0.649946726
67	36	0.106712495	0.659794404
68	36	0.10894491	0.669642082
69	37	0.112126556	0.679489759
70	37	0.114476104	0.689337437
71	37	0.116932232	0.699185115
72	38	0.119696009	0.709032792
73	38	0.12283186	0.71888047
74	39	0.126044976	0.728728148
75	39	0.129458898	0.738575825
76	40	0.133043729	0.748423503
77	40	0.136435668	0.758271181
78	41	0.138924133	0.768118859
79	41	0.140956038	0.777966536
80	42	0.14207845	0.787814214
81	42	0.143103534	0.797661892
82	43	0.144825394	0.807509569
83	44	0.147204353	0.817357247
84	44	0.148677744	0.827204925
85	45	0.151010772	0.837052602
86	45	0.153475602	0.84690028
87	46	0.155804909	0.856747958
88	46	0.158921322	0.866595635
89	47	0.162133611	0.876443313
90	47	0.164419133	0.886290991
91	48	0.167939877	0.896138668
92	48	0.170567885	0.905986346
93	48	0.173969948	0.915834024
94	49	0.176617352	0.925681701
95	49	0.179797276	0.935529379
96	50	0.183483438	0.945377057
97	50	0.186813252	0.955224734
98	50	0.190305036	0.965072412
99	51	0.193620812	0.97492009
100	51	0.19616547	0.984767767
101	53	0.199248078	0.994615445
102	53	0.201622163	1.00446312
103	53	0.20365383	1.0143108
104	54	0.204912296	1.02415848
105	55	0.206090005	1.03400616
106	55	0.207912472	1.04385383
107	56	0.210135138	1.05370151
108	56	0.211822783	1.06354919
109	57	0.214740045	1.07339687
110	57	0.217518732	1.08324454
111	58	0.217960137	1.09309222
112	58	0.21892951	1.1029399
113	59	0.220945822	1.11278758
114	59	0.222551907	1.12263525
115	60	0.224679545	1.13248293
116	60	0.226285079	1.14233061
117	61	0.228653188	1.15217829
118	61	0.231319651	1.16202597
119	62	0.23384603	1.17187364
120	62	0.236375746	1.18172132
121	63	0.239742584	1.191569
122	63	0.242419808	1.20141668
123	63	0.245310283	1.21126435
124	64	0.248362822	1.22111203
125	64	0.251421139	1.23095971
126	65	0.254592767	1.24080739
127	65	0.25799955	1.25065506
128	66	0.261264542	1.26050274
129	66	0.264479529	1.27035042
130	67	0.267194228	1.2801981
131	67	0.268169143	1.29004578
132	68	0.269370399	1.29989345
133	68	0.271648209	1.30974113
134	69	0.273451527	1.31958881
135	70	0.275430408	1.32943649
136	70	0.277883173	1.33928416
137	71	0.280438986	1.34913184
138	72	0.283945062	1.35897952
139	72	0.286844991	1.3688272
140	73	0.288902756	1.37867487
141	73	0.292360911	1.38852255
142	74	0.295445583	1.39837023
143	74	0.299339914	1.40821791
144	74	0.301229454	1.41806558
145	75	0.304325613	1.42791326
146	75	0.30711373	1.43776094
147	76	0.310098397	1.44760862
148	76	0.313219474	1.4574563
149	77	0.316561424	1.46730397
150	77	0.319755105	1.47715165
151	78	0.32314622	1.48699933
152	78	0.326270604	1.49684701
153	79	0.328742236	1.50669468
154	79	0.330169713	1.51654236
155	80	0.33158615	1.52639004
156	80	0.333243971	1.53623772
157	81	0.335476199	1.54608539
158	82	0.336591377	1.55593307
159	82	0.33823337	1.56578075
160	83	0.339978388	1.57562843
161	83	0.341666788	1.58547611
162	84	0.343054533	1.59532378
163	84	0.344862829	1.60517146
164	85	0.346802392	1.61501914
165	85	0.349207709	1.62486682
166	86	0.352549577	1.63471449
167	86	0.353576163	1.64456217
168	87	0.356361501	1.65440985
169	87	0.35876454	1.66425753
170	88	0.362053622	1.6741052
171	88	0.364490032	1.68395288
172	88	0.367987573	1.69380056
173	89	0.370718847	1.70364824
174	89	0.37437411	1.71349592
175	90	0.377741345	1.72334359
176	90	0.381188052	1.73319127
177	91	0.384758514	1.74303895
178	91	0.387360092	1.75288663
179	92	0.390193966	1.7627343
180	92	0.392419755	1.77258198
181	93	0.393806935	1.78242966
182	94	0.395013574	1.79227734
183	94	0.39709718	1.80212501
184	95	0.398970291	1.81197269
185	95	0.400937051	1.82182037
186	96	0.403421108	1.83166805
187	97	0.405346123	1.84151572
188	97	0.407987848	1.8513634
189	98	0.411379703	1.86121108
190	98	0.413425385	1.87105876
191	99	0.416756244	1.88090644
192	99	0.419881882	1.89075411
193	100	0.422943341	1.90060179
194	100	0.425477609	1.91044947
195	101	0.428772118	1.92029715
196	101	0.431279068	1.93014482
197	102	0.434031915	1.9399925
198	102	0.437001913	1.94984018
199	103	0.439985487	1.95968786
200	103	0.443122204	1.96953553
201	104	0.446146973	1.97938321
202	105	0.448220487	1.98923089
203	105	0.451114818	1.99907857
204	106	0.453381073	2.00892625
205	107	0.455133466	2.01877392
206	107	0.456261658	2.0286216
207	108	0.45743904	2.03846928
208	108	0.459295611	2.04831696
209	109	0.461603918	2.05816463
210	109	0.463659154	2.06801231
211	110	0.466463571	2.07785999
212	110	0.469396992	2.08770767
213	111	0.471890701	2.09755534
214	111	0.475036056	2.10740302
215	112	0.477342844	2.1172507
216	113	0.479610909	2.12709838
217	113	0.482455804	2.13694606
218	113	0.485068198	2.14679373
219	114	0.488615305	2.15664141
220	114	0.491054945	2.16648909
221	115	0.493525335	2.17633677
222	115	0.496574209	2.18618444
223	115	0.499593291	2.19603212
224	116	0.502621412	2.2058798
225	116	0.505807868	2.21572748
226	117	0.509137983	2.22557515
227	117	0.512349617	2.23542283
228	118	0.515286855	2.24527051
229	118	0.517863758	2.25511819
230	119	0.518977469	2.26496586
231	120	0.520211918	2.27481354
232	120	0.522042556	2.28466122
233	121	0.524223208	2.2945089
234	121	0.525790049	2.30435658
235	122	0.528311257	2.31420425
236	122	0.530882186	2.32405193
237	123	0.533668087	2.33389961
238	124	0.535605152	2.34374729
239	124	0.538265263	2.35359496
240	124	0.539567676	2.36344264
241	125	0.541108901	2.37329032
242	125	0.543864732	2.383138
243	126	0.546761544	2.39298567
244	126	0.548488166	2.40283335
